Date,Time,In_Temperature,In_Humidity,SB-51-00,SP-11-00,SP-19-01,TGS2602-B00,TGS2620-C00,SP-31-00,SP3S-AQ2-01,Intensity
8/2/21,23:29:05,25.09960327,50.58258946,0.652528491,0.071662811,0.241034567,3.588794189,0.542940333,0.10693479,0.011769828,5
8/2/21,23:49:13,25.10334173,50.45532921,0.654872455,0.070468952,0.240928308,3.586175199,0.545553072,0.107116057,0.012369882,5
9/2/21,00:09:13,25.09755601,50.38183159,0.658779063,0.070087667,0.242315935,3.58585642,0.545046776,0.106666016,0.008588286,5
9/2/21,00:29:18,25.10173953,50.27186491,0.662723174,0.069425106,0.243234769,3.582806141,0.545653081,0.106491,0.007450682,5
9/2/21,00:49:19,25.09693294,50.20564075,0.666110984,0.06881255,0.244297366,3.580493429,0.546171879,0.10627223,0.005875538,5
9/2/21,01:09:24,25.09185931,50.10559243,0.667979905,0.06760619,0.244147352,3.578261975,0.548528344,0.106447246,0.007106901,5
9/2/21,01:29:31,25.10298568,49.94888228,0.667948653,0.066224813,0.242022158,3.579574595,0.551472364,0.107128558,0.009094583,5
9/2/21,01:49:28,25.09942524,49.91943236,0.673767935,0.066493588,0.244847416,3.577249382,0.548390832,0.106178471,0.002631491,5
9/2/21,02:09:31,25.07815162,49.84776582,0.674117967,0.064812184,0.244172355,3.570967557,0.552972501,0.106734772,0.007275666,5
9/2/21,02:29:34,25.07832965,49.78993413,0.679112175,0.065243473,0.246266296,3.570598773,0.550453521,0.106078462,0.001618898,5
9/2/21,02:49:37,25.09390656,49.70901045,0.685419002,0.065712266,0.248735272,3.569767447,0.548134558,0.105284639,0.003100284,5
9/2/21,03:09:40,25.09435162,49.60468961,0.688925573,0.065224722,0.24991038,3.570198736,0.548009547,0.1048596,0.005231729,5
9/2/21,03:29:42,25.08536151,49.54818036,0.69260091,0.064924694,0.251166745,3.573230264,0.547421993,0.104515819,0.008688295,5
9/2/21,03:49:49,25.11304392,49.44324915,0.697932648,0.06531223,0.25252937,3.570486263,0.545609327,0.103990771,0.011838584,5
9/2/21,04:09:46,25.08927799,49.39091071,0.700239109,0.0644434,0.253660723,3.567210963,0.545984361,0.103678242,0.012919933,5
9/2/21,04:29:55,25.0852725,49.30505328,0.701826754,0.063630826,0.25286065,3.567310972,0.546809437,0.103959518,0.013076197,5
9/2/21,04:49:58,25.08874393,49.21238015,0.703539411,0.062668237,0.252335602,3.564210688,0.5480408,0.104165787,0.012401135,5
9/2/21,05:10:00,25.08010986,49.15200529,0.70440199,0.061736902,0.251104239,3.561116655,0.549003388,0.104590826,0.011232278,5
9/2/21,05:30:04,25.08580657,49.07962666,0.706739704,0.061355617,0.250835465,3.558416408,0.548384581,0.104628329,0.01256365,5
9/2/21,05:50:04,25.08251316,49.04707408,0.709408698,0.061218105,0.251091738,3.556534986,0.547697018,0.104522069,0.014445072,5
